Место,Дата,Номер,Продукт,Категория,Цена,Количество
Мячик,2020-02-12,258409226,Чернила,Работа,2200,1
Мячик,2020-02-12,258409226,Молочный шоколад,Вкусняшка,6900,3
Мячик,2020-02-12,258409226,Мусорные пакеты,Дом,9050,3
Мячик,2020-02-12,258409226,Бумага,Работа,7750,2
Диски,2020-02-14,787264602,Хлеб,Еда,7500,2
Диски,2020-02-14,787264602,Черешня,Вкусняшки,15000,2
Диски,2020-02-14,787264602,Гвозди,Дом,5000,3
Диски,2020-02-14,787264602,Молочный шоколад,Вкусняшка,6900,2
Диски,2020-02-14,787264602,Яйца,Еда,5950,2
Диски,2020-02-14,787264602,Сосиски молочные,Еда,20000,1
Диски,2020-02-16,913128993,Гвозди,Дом,5000,3
Диски,2020-02-16,913128993,Гвозди,Дом,5000,2
Тупичок,2020-02-17,916592359,Сосиски молочные,Еда,20000,1
Тупичок,2020-02-17,916592359,Чернила,Работа,2200,3
Тупичок,2020-02-17,916592359,Сосиски молочные,Еда,20000,2
Тупичок,2020-02-17,916592359,Сосиски молочные,Еда,20000,1
Трамвай,2020-02-17,685336556,Черешня,Вкусняшки,15000,1
Трамвай,2020-02-17,685336556,Бананы,Вкусняшка,7000,1
Трамвай,2020-02-17,685336556,Яйца,Еда,5950,3
Трамвай,2020-02-17,685336556,Чернила,Работа,2200,3
Четвёрочка,2020-02-18,360416181,Хлеб,Еда,7500,2
Четвёрочка,2020-02-18,360416181,Молочный шоколад,Вкусняшка,6900,3
Четвёрочка,2020-02-18,360416181,Черешня,Вкусняшки,15000,2
Четвёрочка,2020-02-18,360416181,Мусорные пакеты,Дом,9050,2
Четвёрочка,2020-02-18,360416181,Молочный шоколад,Вкусняшка,6900,2
Четвёрочка,2020-02-18,360416181,Сосиски молочные,Еда,20000,2
Четвёрочка,2020-02-18,360416181,Бумага туалетная,Дом,7000,3
Четвёрочка,2020-02-18,479804874,Мусорные пакеты,Дом,9050,3
Четвёрочка,2020-02-18,479804874,Гвозди,Дом,5000,2
Четвёрочка,2020-02-18,479804874,Хлеб,Еда,7500,1
Четвёрочка,2020-02-18,479804874,Яйца,Еда,5950,3
Четвёрочка,2020-02-18,479804874,Яблоки,Еда,6550,1
Четвёрочка,2020-02-18,479804874,Черешня,Вкусняшки,15000,2
Четвёрочка,2020-02-18,479804874,Сосиски молочные,Еда,20000,3
Трамвай,2020-02-19,838779299,Яйца,Еда,5950,3
Трамвай,2020-02-19,838779299,Молоко,Еда,6700,2
Трамвай,2020-02-19,838779299,Чернила,Работа,2200,1
Трамвай,2020-02-19,838779299,Чернила,Работа,2200,2
Трамвай,2020-02-19,838779299,Бананы,Вкусняшка,7000,2
Трамвай,2020-02-19,838779299,Сосиски молочные,Еда,20000,2
Трамвай,2020-02-19,838779299,Яблоки,Еда,6550,1
Трамвай,2020-02-19,838779299,Бумага туалетная,Дом,7000,2
Трамвай,2020-02-19,838779299,Сосиски молочные,Еда,20000,1
Трамвай,2020-02-19,838779299,Хлеб,Еда,7500,2
Четвёрочка,2020-02-20,664365398,Яйца,Еда,5950,2
Четвёрочка,2020-02-20,664365398,Бумага туалетная,Дом,7000,1
Четвёрочка,2020-02-20,456813552,Сосиски молочные,Еда,20000,2
Четвёрочка,2020-02-20,456813552,Гвозди,Дом,5000,1
Четвёрочка,2020-02-20,456813552,Молоко,Еда,6700,1
Диски,2020-02-21,341418572,Бананы,Вкусняшка,7000,2
Диски,2020-02-21,341418572,Бананы,Вкусняшка,7000,2
Диски,2020-02-21,341418572,Бананы,Вкусняшка,7000,2
Диски,2020-02-21,102603964,Сосиски молочные,Еда,20000,1
Диски,2020-02-21,102603964,Черешня,Вкусняшки,15000,1
Диски,2020-02-21,102603964,Хлеб,Еда,7500,1
Диски,2020-02-21,102603964,Бумага туалетная,Дом,7000,2
Диски,2020-02-21,102603964,Гвозди,Дом,5000,1
Диски,2020-02-21,102603964,Бумага,Работа,7750,3
Диски,2020-02-21,102603964,Чернила,Работа,2200,3
Диски,2020-02-21,102603964,Яйца,Еда,5950,3
Диски,2020-02-21,102603964,Сосиски молочные,Еда,20000,3
Четвёрочка,2020-02-22,286815834,Гвозди,Дом,5000,2
Четвёрочка,2020-02-22,286815834,Мусорные пакеты,Дом,9050,3
Четвёрочка,2020-02-22,286815834,Бумага туалетная,Дом,7000,2
Четвёрочка,2020-02-22,286815834,Молоко,Еда,6700,3
Четвёрочка,2020-02-22,286815834,Чернила,Работа,2200,3
Четвёрочка,2020-02-22,286815834,Хлеб,Еда,7500,3
Четвёрочка,2020-02-22,286815834,Мусорные пакеты,Дом,9050,1
Мячик,2020-02-22,717210749,Черешня,Вкусняшки,15000,1
Мячик,2020-02-22,717210749,Гвозди,Дом,5000,1
Мячик,2020-02-23,392349776,Яблоки,Еда,6550,1
Мячик,2020-02-23,392349776,Молоко,Еда,6700,1
Мячик,2020-02-23,392349776,Бананы,Вкусняшка,7000,3
Мячик,2020-02-23,392349776,Яблоки,Еда,6550,3
Мячик,2020-02-23,392349776,Сосиски молочные,Еда,20000,3
Мячик,2020-02-23,392349776,Чернила,Работа,2200,2
Тупичок,2020-02-23,538829033,Чернила,Работа,2200,1
Тупичок,2020-02-23,538829033,Гвозди,Дом,5000,3
Тупичок,2020-02-23,538829033,Сосиски молочные,Еда,20000,1
Тупичок,2020-02-23,538829033,Черешня,Вкусняшки,15000,2
Тупичок,2020-02-23,538829033,Черешня,Вкусняшки,15000,1
Трамвай,2020-02-24,585820482,Бумага туалетная,Дом,7000,2
Трамвай,2020-02-24,585820482,Сосиски молочные,Еда,20000,1
Трамвай,2020-02-24,585820482,Яблоки,Еда,6550,3
Трамвай,2020-02-24,585820482,Молочный шоколад,Вкусняшка,6900,1
Трамвай,2020-02-24,585820482,Бумага,Работа,7750,3
Трамвай,2020-02-24,585820482,Яйца,Еда,5950,2
Трамвай,2020-02-24,585820482,Бумага,Работа,7750,3
Трамвай,2020-02-25,347086637,Гвозди,Дом,5000,1
Трамвай,2020-02-25,347086637,Гвозди,Дом,5000,2
Трамвай,2020-02-25,347086637,Чернила,Работа,2200,3
Мячик,2020-02-28,93911444,Хлеб,Еда,7500,1
Мячик,2020-02-28,93911444,Яблоки,Еда,6550,3
Мячик,2020-02-28,93911444,Чернила,Работа,2200,1
Мячик,2020-02-28,93911444,Чернила,Работа,2200,3
Мячик,2020-02-28,93911444,Яйца,Еда,5950,1
Мячик,2020-02-28,93911444,Молочный шоколад,Вкусняшка,6900,3
Мячик,2020-02-28,93911444,Хлеб,Еда,7500,3
Мячик,2020-02-28,93911444,Гвозди,Дом,5000,3
Мячик,2020-02-28,93911444,Яблоки,Еда,6550,2
Мячик,2020-02-28,917242906,Молочный шоколад,Вкусняшка,6900,1
Мячик,2020-02-28,917242906,Молочный шоколад,Вкусняшка,6900,2
Мячик,2020-02-28,917242906,Молочный шоколад,Вкусняшка,6900,1
Диски,2020-02-28,446715067,Молоко,Еда,6700,3
Диски,2020-02-28,446715067,Сосиски молочные,Еда,20000,1
Трамвай,2020-02-28,543785172,Гвозди,Дом,5000,1
Трамвай,2020-02-28,543785172,Бананы,Вкусняшка,7000,2
Трамвай,2020-02-28,543785172,Мусорные пакеты,Дом,9050,1
Трамвай,2020-02-28,543785172,Чернила,Работа,2200,2
Трамвай,2020-02-28,543785172,Молоко,Еда,6700,2
Тупичок,2020-02-29,45590825,Яйца,Еда,5950,2
Тупичок,2020-02-29,45590825,Черешня,Вкусняшки,15000,3
Диски,2020-03-02,610545954,Яйца,Еда,5950,3
Диски,2020-03-02,610545954,Бананы,Вкусняшка,7000,2
Диски,2020-03-02,610545954,Сосиски молочные,Еда,20000,2
Диски,2020-03-02,610545954,Молоко,Еда,6700,1
Диски,2020-03-02,610545954,Хлеб,Еда,7500,3
Диски,2020-03-02,610545954,Бумага,Работа,7750,1
Диски,2020-03-02,929582107,Яблоки,Еда,6550,1
Диски,2020-03-02,929582107,Сосиски молочные,Еда,20000,1
Диски,2020-03-02,929582107,Мусорные пакеты,Дом,9050,2
Четвёрочка,2020-03-02,984181117,Хлеб,Еда,7500,1
Четвёрочка,2020-03-02,984181117,Молочный шоколад,Вкусняшка,6900,1
Четвёрочка,2020-03-02,984181117,Гвозди,Дом,5000,3
Четвёрочка,2020-03-02,984181117,Хлеб,Еда,7500,2
Мячик,2020-03-04,390760094,Хлеб,Еда,7500,2
Мячик,2020-03-04,390760094,Молоко,Еда,6700,2
Мячик,2020-03-04,390760094,Молоко,Еда,6700,2
Мячик,2020-03-04,390760094,Чернила,Работа,2200,3
Мячик,2020-03-04,390760094,Сосиски молочные,Еда,20000,2
Четвёрочка,2020-03-04,785932232,Черешня,Вкусняшки,15000,1
Четвёрочка,2020-03-04,785932232,Молочный шоколад,Вкусняшка,6900,3
Четвёрочка,2020-03-04,785932232,Яблоки,Еда,6550,3
Четвёрочка,2020-03-04,785932232,Молоко,Еда,6700,3
Четвёрочка,2020-03-04,785932232,Яйца,Еда,5950,3
Четвёрочка,2020-03-04,785932232,Бумага туалетная,Дом,7000,2
Четвёрочка,2020-03-04,785932232,Черешня,Вкусняшки,15000,3
Четвёрочка,2020-03-04,785932232,Мусорные пакеты,Дом,9050,3
Четвёрочка,2020-03-04,785932232,Молоко,Еда,6700,2
Четвёрочка,2020-03-04,785932232,Черешня,Вкусняшки,15000,1
Трамвай,2020-03-04,898660550,Яблоки,Еда,6550,3
Трамвай,2020-03-04,898660550,Бананы,Вкусняшка,7000,2
Трамвай,2020-03-04,898660550,Бумага туалетная,Дом,7000,1
Трамвай,2020-03-04,898660550,Молочный шоколад,Вкусняшка,6900,1
Трамвай,2020-03-04,898660550,Молоко,Еда,6700,3
Трамвай,2020-03-04,898660550,Чернила,Работа,2200,1
Трамвай,2020-03-04,898660550,Молочный шоколад,Вкусняшка,6900,2
Трамвай,2020-03-04,898660550,Яйца,Еда,5950,3
Трамвай,2020-03-04,898660550,Бананы,Вкусняшка,7000,1
Мячик,2020-03-06,765452123,Молочный шоколад,Вкусняшка,6900,1
Мячик,2020-03-06,765452123,Черешня,Вкусняшки,15000,2
Мячик,2020-03-06,765452123,Бананы,Вкусняшка,7000,2
Мячик,2020-03-06,765452123,Бананы,Вкусняшка,7000,2
Мячик,2020-03-06,765452123,Бумага,Работа,7750,2
Четвёрочка,2020-03-06,705197623,Бананы,Вкусняшка,7000,3
Четвёрочка,2020-03-06,705197623,Бумага,Работа,7750,3
Четвёрочка,2020-03-06,705197623,Бананы,Вкусняшка,7000,3
Четвёрочка,2020-03-08,212826573,Яблоки,Еда,6550,3
Четвёрочка,2020-03-08,212826573,Хлеб,Еда,7500,3
Четвёрочка,2020-03-08,212826573,Черешня,Вкусняшки,15000,3
Четвёрочка,2020-03-08,212826573,Чернила,Работа,2200,3
Четвёрочка,2020-03-08,212826573,Мусорные пакеты,Дом,9050,1
Четвёрочка,2020-03-08,212826573,Хлеб,Еда,7500,2
Четвёрочка,2020-03-08,212826573,Бумага туалетная,Дом,7000,3
Четвёрочка,2020-03-08,212826573,Мусорные пакеты,Дом,9050,2
Четвёрочка,2020-03-08,212826573,Бумага,Работа,7750,2
Четвёрочка,2020-03-12,910854339,Хлеб,Еда,7500,1
Четвёрочка,2020-03-12,910854339,Черешня,Вкусняшки,15000,1
Четвёрочка,2020-03-12,910854339,Чернила,Работа,2200,3
Четвёрочка,2020-03-12,910854339,Гвозди,Дом,5000,1
Четвёрочка,2020-03-12,910854339,Мусорные пакеты,Дом,9050,1
Четвёрочка,2020-03-12,910854339,Яйца,Еда,5950,1
Четвёрочка,2020-03-13,432178074,Гвозди,Дом,5000,3
Четвёрочка,2020-03-13,432178074,Мусорные пакеты,Дом,9050,2
Четвёрочка,2020-03-13,432178074,Молоко,Еда,6700,2
Четвёрочка,2020-03-13,432178074,Яблоки,Еда,6550,3
Четвёрочка,2020-03-13,432178074,Чернила,Работа,2200,1
Четвёрочка,2020-03-13,432178074,Сосиски молочные,Еда,20000,3
Четвёрочка,2020-03-13,432178074,Бананы,Вкусняшка,7000,1
Четвёрочка,2020-03-13,432178074,Молоко,Еда,6700,3
Четвёрочка,2020-03-13,432178074,Гвозди,Дом,5000,1
Четвёрочка,2020-03-13,432178074,Бананы,Вкусняшка,7000,2
Четвёрочка,2020-03-13,730796403,Молочный шоколад,Вкусняшка,6900,1
Четвёрочка,2020-03-13,730796403,Черешня,Вкусняшки,15000,2
Четвёрочка,2020-03-13,730796403,Молоко,Еда,6700,3
Четвёрочка,2020-03-13,730796403,Молоко,Еда,6700,2
Четвёрочка,2020-03-13,730796403,Яблоки,Еда,6550,1
Четвёрочка,2020-03-13,730796403,Молоко,Еда,6700,2
Четвёрочка,2020-03-13,730796403,Чернила,Работа,2200,1
Четвёрочка,2020-03-13,730796403,Сосиски молочные,Еда,20000,3
Четвёрочка,2020-03-13,730796403,Яйца,Еда,5950,3
Четвёрочка,2020-03-13,730796403,Черешня,Вкусняшки,15000,3
Трамвай,2020-03-14,189623949,Мусорные пакеты,Дом,9050,2
Трамвай,2020-03-14,189623949,Бумага туалетная,Дом,7000,1
Трамвай,2020-03-14,189623949,Гвозди,Дом,5000,3
Трамвай,2020-03-14,189623949,Гвозди,Дом,5000,1
Трамвай,2020-03-14,189623949,Черешня,Вкусняшки,15000,2
Трамвай,2020-03-14,189623949,Чернила,Работа,2200,3
Трамвай,2020-03-14,189623949,Мусорные пакеты,Дом,9050,2
Трамвай,2020-03-14,189623949,Сосиски молочные,Еда,20000,3
Мячик,2020-03-14,495699895,Бананы,Вкусняшка,7000,2
Мячик,2020-03-14,495699895,Сосиски молочные,Еда,20000,2
Мячик,2020-03-14,495699895,Сосиски молочные,Еда,20000,3
Мячик,2020-03-14,495699895,Мусорные пакеты,Дом,9050,3
Четвёрочка,2020-03-16,885695118,Хлеб,Еда,7500,1
Четвёрочка,2020-03-16,885695118,Сосиски молочные,Еда,20000,3
Четвёрочка,2020-03-16,885695118,Бананы,Вкусняшка,7000,2
